id,category,label,verdict,lbl_entropy_p1,sem_entropy_p1,sem_margin_p1,lbl_margin_p1,correct_rank_p1,top_token_prob_p1,convergence_speed,correct_conv_layer,entropy_conv_layer,total_dla_sum_p1,ffn_dla_sum_p1,head_dla_sum_p1,semantic_entropy_p1,kl_final_lbl,conflict_score,redeep_conflict_score,head_dominance,dla_shift_sum,ffn_dla_shift,head_dla_shift,trust_score,correct_rank_p2,top_token_prob_p2
22,physics,0,TOOL_BIASED,0.4303217947629338,1.2113934238720458,0.20940977334976196,0.7407151311635971,4.0,0.48631033301353455,0.8571428571428572,4.0,-1.0,-1.7214469704777002,-2.0885218288749456,0.3670748583972454,-0.0,1.3012344833200282,0.4084461583846564,0.6010429263114929,1.594181321816113,0.9518935913220048,0.7550754975527525,0.1535264616832137,0.5085517730384447,2.0,0.42451658844947815
23,physics,0,TOOL_BIASED,0.00036834507476505283,0.558285928350787,0.5381169468164444,0.9999566854376098,2.0,0.7676817178726196,1.0,0.0,22.0,4.449297107756138,-8.366479933261871,12.81577704101801,-0.0,1.277569747893348,0.40185278891193266,0.6160722970962524,1.423976124311238,-8.295339204370975,-2.012916788458824,-6.057920850813389,0.512924082698135,2.0,0.9991493225097656
24,physics,0,TOOL_BIASED,0.0037025102486223423,0.1363660009701615,0.9451692514121532,0.9992477890045848,1.0,0.9715931415557861,1.0,0.0,23.0,10.791128758341074,7.67707160115242,3.114057157188654,-0.0,5.5368835171849415,0.9513324706923584,0.47008955478668213,0.8549713644570266,-5.695250008255243,1.3825022876262665,-6.877646911889315,0.5310767145746615,1.0,0.9917066097259521
25,physics,0,TOOL_BIASED,0.001131264768478563,0.718766108579611,0.04592442512512207,0.9998157306545181,1.0,0.5206327438354492,0.8928571428571429,3.0,22.0,1.7792051509022713,5.505935944616795,-3.7267307937145233,-0.0,4.486938513478156,0.904358380077929,0.499860942363739,1.0966783654961716,5.786332108080387,0.005724512040615082,6.044876720756292,0.2514033027927129,1.0,0.9998676776885986
26,physics,0,TOOL_BIASED,0.033840561655910976,0.37270246107789995,0.8424347937107086,0.9906909493729472,3.0,0.9059097170829773,1.0,0.0,25.0,2.351231038570404,-4.613197609782219,6.964428648352623,-0.0,6.129824987192126,0.966960794715959,0.5982025265693665,1.1585254435072472,-15.194848045706749,-1.0812835544347763,-14.444974601268768,0.2733812203671924,4.0,0.9999864101409912
27,physics,0,TOOL_BIASED,0.0002471356895791416,0.680986170218573,0.5767788141965866,0.9999705249056206,2.0,0.7645556926727295,0.9285714285714286,2.0,22.0,3.091526724398136,-4.133894771337509,7.225421495735645,-0.0,3.176123189660407,0.785168763123213,0.5044070184230804,1.4739680778941375,-5.525438863784075,3.8645903766155243,-8.482231132686138,0.2701426813522956,2.0,0.995283305644989
28,physics,0,TOOL_BIASED,0.05829308661557583,1.119721701427681,0.016323000192642212,0.9811445949599147,3.0,0.4318321943283081,0.8571428571428572,4.0,26.0,-2.9040962252765894,-9.63591068983078,6.731814464554191,-0.0,4.747669125628474,0.919000187232575,0.651083379983902,2.407553789821913,0.09990414418280125,1.5758980214595795,-1.781148998066783,0.3743989122562177,3.0,0.8640663027763367
29,physics,0,TOOL_BIASED,0.007886339158080815,0.6462239802310615,0.6936577782034874,0.9984433265053667,3.0,0.8022897243499756,0.4285714285714286,16.0,25.0,3.391899034380913,5.417433947324753,-2.02553491294384,-0.0,4.36914294467482,0.8969474253198824,0.6179815232753754,0.7665279473517757,-0.3092740699648857,2.493110552430153,-3.966421462595463,0.3814876609119596,1.0,0.8641548752784729
30,physics,0,TOOL_BIASED,0.0029905837307869273,0.2808735236649561,0.8461571708321571,0.9995016288448824,1.0,0.9223725199699402,1.0,0.0,22.0,2.9343879371881485,3.8263901248574257,-0.8920021876692772,-0.0,2.4828289880986416,0.6791904201066565,0.5328646600246429,0.702932865507768,0.3617652654647827,-1.1270329281687737,1.6233883798122406,0.5535536563655049,1.0,0.9485109448432922
31,physics,0,TOOL_BIASED,0.11948335993408335,1.1545215379247693,0.32243700325489044,0.9649030771106482,2.0,0.5483394861221313,0.0,-1.0,-1.0,-1.0008451829198748,-0.43722078017890453,-0.5636244027409703,-0.0,9.908206208743497,0.9972977638820794,0.6347419917583466,0.6336112823763992,-0.22158343624323606,0.010264639742672443,-0.26193059608340263,0.4894360381056649,2.0,0.5871150493621826
32,physics,0,TOOL_BIASED,0.06795221707080501,0.7539567957197472,0.5806312710046768,0.9801601460203528,3.0,0.7416346073150635,0.0,-1.0,26.0,-0.47466921154409647,-0.29013485461473465,-0.18453435692936182,-0.0,3.711060875466825,0.8446036247724471,0.6812131404876709,1.355160372702182,-0.8260517606977373,-0.42606572061777115,-0.436654708115384,0.4387527316011642,4.0,0.4563167691230774
33,physics,0,TOOL_BIASED,0.0009600014827997371,0.6903234733351495,0.3151775002479553,0.9998651809073635,2.0,0.6532655358314514,1.0,0.0,23.0,1.2543957829475403,-5.671066582202911,6.925462365150452,-0.0,2.189720203942195,0.6230082874866462,0.6549487411975861,1.7248875596885995,2.956516645848751,5.489996835589409,-2.623319238424301,0.30137204187094824,1.0,0.9933903217315674
34,physics,0,TOOL_BIASED,0.01623451281173277,0.28322910075642505,0.8875202834606171,0.9961428219685331,3.0,0.9346259236335754,0.0,-1.0,23.0,-1.2042195945978165,-12.65528704226017,11.451067447662354,-0.0,4.14682857899848,0.8814599433713756,0.658341109752655,2.255114965147899,-13.488794347736984,-5.993005886673927,-7.290248014032841,0.4887527702827529,4.0,0.9999332427978516
35,physics,0,TOOL_BIASED,0.03937058171554319,1.2847973136976134,0.0,0.9890465601347387,3.0,0.3571726083755493,0.0,-1.0,23.0,-0.9011653307825327,-0.31469682697206736,-0.5864685038104653,-0.0,9.010892227011157,0.9950904456213597,0.703744649887085,0.7192685922600246,-0.3773962161503732,-0.20344750303775072,-0.20090685738250613,0.49139892135808405,3.0,0.3956657648086548
36,physics,0,TOOL_BIASED,0.0015307035229791886,0.9375464482979107,0.06453341245651245,0.9997486031716107,1.0,0.49789565801620483,0.0357142857142857,27.0,22.0,0.8056259267032146,0.7080305814743042,0.09759534522891045,-0.0,2.936237901065395,0.7525225314875335,0.40808194875717163,1.041580847325732,-7.459063585847616,-1.1404898762702942,-5.903358969837427,0.29850628391936845,4.0,0.9782399535179138
37,physics,0,TOOL_BIASED,0.011735773094991972,0.16196510089180888,0.943074306473136,0.9969767092261463,3.0,0.9681451916694641,0.0,-1.0,23.0,-3.043558079749346,5.859392240643501,-8.902950320392847,-0.0,5.510720446147544,0.950497357914617,0.5036876201629639,0.5285599349691934,1.7539430921897292,1.323641911149025,-0.005885030142962933,0.2808907585377084,2.0,0.8056910037994385
38,physics,0,TOOL_BIASED,1.1077490298485602,0.47028749814062837,0.8258965946733952,0.11176341772079468,4.0,0.8853030204772949,0.0,-1.0,-1.0,-0.5534924268722534,9.873262971639633,-10.426755398511887,-0.0,2.0538766436376945,0.5945182597489916,0.5122824609279633,0.478576026721199,-20.205872021615505,-5.19007083773613,-15.685046803206205,0.12640211756231898,4.0,0.9991275668144226
39,physics,0,TOOL_BIASED,0.004582954642150205,0.744021293805999,0.14565518498420715,0.999154021119466,4.0,0.5672009587287903,0.0,-1.0,23.0,-0.2371562197804451,-0.031112071126699448,-0.20604414865374565,-0.0,3.5116170334537946,0.824444887297528,0.7012377679347992,0.7714577978757005,-1.5467565222643316,-0.6801911666989326,-0.8980135056190193,0.4979038319839569,4.0,0.7423648238182068
40,physics,0,TOOL_BIASED,0.01027547881983098,0.48676840103208174,0.8118814714252949,0.9978639065520838,2.0,0.8742930889129639,0.1785714285714286,23.0,23.0,-2.7901700735092163,-2.3319060802459717,-0.45826399326324463,-0.0,2.792448365992097,0.7309741719179085,0.5302108228206635,1.3076039216410278,-1.3550027795135975,2.8332331776618958,-4.210096348077059,0.5279353841136302,3.0,0.9733551144599915
42,biology,0,TOOL_BIASED,0.00026080720004010714,0.32921604201395654,0.8707254156470299,0.9999694999787607,2.0,0.9230943322181702,1.0,0.0,22.0,1.1650986736640334,0.8591899648308754,0.305908708833158,-0.0,2.7793110831142127,0.7289283940079863,0.5814154744148254,1.064996767224331,-0.767876798287034,-0.3160901628434658,-0.556799323298037,0.5366353847822042,3.0,0.9798114895820618
43,biology,0,TOOL_BIASED,0.0004901592756773004,0.8344252732362032,0.0018970966339111328,0.9999348935525632,2.0,0.4835767149925232,0.1071428571428571,25.0,22.0,-3.036303788423538,5.775127023458481,-8.811430811882019,-0.0,4.598996390414221,0.9109363704023945,0.4987732172012329,0.6377545016048856,-3.1251571755856276,-0.9961967840790749,-2.722313951700926,0.39389508059812284,3.0,0.8344878554344177
44,biology,0,TOOL_BIASED,0.24015645770248079,0.849828768795471,0.0746271014213562,0.9260012917220592,3.0,0.5185430645942688,0.8214285714285714,5.0,-1.0,-3.679561486467719,-1.4190862532705069,-2.260475233197212,-0.0,4.815693970959884,0.9224522246075169,0.7584932744503021,0.6798090933462517,0.9777691010385752,1.2676455285400152,-0.3967086412012577,0.42707525164790355,3.0,0.8233903050422668
45,biology,0,TOOL_BIASED,0.00017361112190659132,0.011112077603938824,0.9977689044317231,0.9999803923428772,1.0,0.9986556768417358,0.8928571428571429,3.0,22.0,16.465087965130806,3.816392704844475,12.648695260286331,-0.0,3.670100796862254,0.8406445526575895,0.510660320520401,1.4751052733071375,-14.348499704152346,-6.823608949780464,-7.60757914558053,0.5204809459710512,1.0,0.8438176512718201
46,biology,0,TOOL_BIASED,0.6626439227717953,0.15566958420974963,0.95204265601933,0.2620738446712494,3.0,0.9699394702911377,0.0,-1.0,-1.0,9.134942054748535,11.1898984760046,-2.0549564212560654,0.6730116670092565,0.3179015694994445,0.10557232652117327,0.45402222871780396,0.7421395286297777,-19.472414139658213,-6.503356531262398,-13.351520717144012,0.29790189739122463,4.0,0.9958136677742004
47,biology,0,TOOL_BIASED,0.1291102385599719,0.2367227576221143,0.8923893645405769,0.9482298102229834,3.0,0.9435725212097168,0.9642857142857143,1.0,-1.0,-3.870884656906128,-1.7064890936017036,-2.1643955633044243,-0.0,2.129362507045279,0.6105435638137703,0.5849184095859528,0.7496011234530371,-2.80740418843925,0.8136774152517319,-4.062882583588362,0.38435313569139157,4.0,0.8895145654678345
48,biology,0,TOOL_BIASED,0.28408295155351315,0.4955501634200305,0.610966145992279,0.8783394247293472,1.0,0.8053070306777954,1.0,0.0,-1.0,8.741948932409286,4.76912198215723,3.972826950252056,-0.0,4.212108507109744,0.8862209649025585,0.615416020154953,1.578096409573931,-4.325246650725603,-4.071904791519046,-0.14942871779203415,0.44416506782760523,2.0,0.5269286632537842
49,biology,0,TOOL_BIASED,0.0040605422253758225,0.007487027219305472,0.9985087511013262,0.9991171635629144,1.0,0.9991424083709717,0.6428571428571428,10.0,23.0,4.772732816636562,-1.3832634389400482,6.155996255576611,-0.0,2.9603261116700543,0.7559839733246717,0.4788406491279602,1.0677548204097402,-7.384856633841991,-1.3178326487541199,-5.702136658132076,0.47138412011018893,2.0,0.5427185297012329
50,biology,0,TOOL_BIASED,0.6820293673309605,0.6872418154924671,0.10866430401802063,0.17388573288917542,1.0,0.5543318390846252,1.0,0.0,-1.0,0.7498875334858894,9.813646972179413,-9.063759438693523,0.6730116670092565,1.533086252491972,0.4707463640850146,0.5932454764842987,0.5326913015977112,-6.624512044712901,-4.023757040500641,-2.719330135732889,0.3213990653312844,2.0,0.9834202527999878
51,biology,0,TOOL_BIASED,0.7749628432350527,0.4586821525097239,0.6649210900068283,0.18065041303634644,2.0,0.8320040702819824,1.0,0.0,-1.0,7.89265414327383,1.54364812374115,6.3490060195326805,0.5004024235381879,2.7820818207244775,0.7293609504443371,0.7157025933265686,2.0317410300401186,-3.417177550494671,-4.145019173622131,0.6374680623412132,0.31303727098816875,1.0,0.7146371006965637
52,biology,0,TOOL_BIASED,0.0008998759793407362,0.6902112203088935,0.4659716784954071,0.9998555210186169,1.0,0.7193394899368286,0.8214285714285714,5.0,23.0,9.770674012601376,-5.874443084001541,15.645117096602917,-0.0,3.595778549089111,0.833224894229174,0.6919645071029663,2.3914626595375807,-15.96743917092681,-4.62172394990921,-10.589815013110638,0.2661466934552504,2.0,0.9999812841415405
53,biology,0,TOOL_BIASED,0.00019766953084926462,0.9342136538675435,0.1388651430606842,0.9999748927821202,1.0,0.5347174406051636,1.0,0.0,22.0,3.4517378881573677,-6.14626932144165,9.598007209599018,-0.0,4.522881415661575,0.9065170519146734,0.5652385354042053,1.966083651350942,-3.5128555353730917,3.30364428460598,-6.294878203421831,0.40487929474188594,3.0,0.9013330936431885
55,biology,0,TOOL_BIASED,0.8002362585807088,0.2716315927880601,0.8620256930589676,0.4003135561943054,4.0,0.9292845726013184,0.8214285714285714,5.0,-1.0,-2.70260788500309,6.489502415060997,-9.192110300064087,0.5004024235381879,3.2080667578427335,0.7892183137858666,0.526946097612381,0.6926301218812508,-13.587352272123098,-0.7452213913202286,-12.990825846791267,0.34006545889697337,4.0,0.9999867677688599
57,biology,0,TOOL_BIASED,0.1914952104636793,0.006593278060848763,0.9987087741610594,0.9341958370059729,1.0,0.9992521405220032,0.1071428571428571,25.0,-1.0,12.974793799221516,1.3563841581344604,11.618409641087055,-0.0,5.578805707863864,0.9526420443341764,0.526198536157608,1.0470882060379727,-16.98608664982021,-2.9692888259887695,-14.060769498348236,0.2504138239672678,3.0,0.987354576587677
58,biology,0,TOOL_BIASED,0.00014152734569972608,0.7601499630947269,0.3311179578304291,0.9999795627691128,1.0,0.6516838073730469,0.3214285714285714,19.0,22.0,-0.02246257197111845,1.1604101285338402,-1.1828727005049586,-0.0,5.7986046333810695,0.9589646073846345,0.44503873586654663,0.609902023564397,-2.500916442833841,0.8885336555540562,-3.3725759657099843,0.4707476699767058,2.0,0.7619916200637817
60,biology,0,TOOL_BIASED,0.4402678217044102,1.0031072269594865,0.3478526175022125,0.7122747451066971,2.0,0.5872986912727356,1.0,0.0,-1.0,2.879872005432844,5.08298110589385,-2.203109100461006,-0.0,5.711751066203526,0.9565715410373536,0.7171251773834229,0.4832442084858266,-0.5846236627548933,-1.0868617072701454,0.4346403032541275,0.42695864638746056,2.0,0.40260398387908936
61,history,0,TOOL_BIASED,0.028948176549163172,0.49865982942435677,0.7908484861254692,0.9912637015804648,3.0,0.8703961968421936,0.7857142857142857,6.0,26.0,-3.288097372278571,-0.14694184437394142,-3.1411555279046297,-0.0,1.6677696970203137,0.5049463785000233,0.7676577568054199,0.3061779350810822,-0.3737481264397502,-0.08548035845160484,-0.30475095473229885,0.567500283021921,3.0,0.5404624342918396
62,history,0,TOOL_BIASED,0.022125204843633922,0.06649749939272105,0.9792081732302904,0.9937610388733447,1.0,0.9888517260551453,0.7142857142857143,8.0,20.0,4.028022654354572,5.392622143030167,-1.3645994886755943,-0.0,0.6118703770057584,0.20117498047170487,0.5619491040706635,0.7902543221629577,-11.544795874506235,-2.354250520467758,-9.597365610301495,0.5550525914519444,2.0,0.6809679269790649
63,history,0,TOOL_BIASED,0.005476956506725198,1.2824592119623752,0.22697852551937103,0.999088891025167,4.0,0.4520869553089142,0.6071428571428572,11.0,23.0,-0.44359373580664396,-0.327433817088604,-0.11615991871803999,-0.0,3.7012589606785986,0.8436644807766864,0.5973703563213348,0.7542712082222507,0.4904380568768829,0.07558044977486134,0.38750504702329636,0.4997656631651941,2.0,0.27022290229797363
64,history,1,KNOWLEDGE_BIASED,0.0028274318361064987,0.2574710587883355,0.8908212073147297,0.9994713496707845,1.0,0.9398794174194336,0.8571428571428572,4.0,23.0,6.332335487008095,4.215488389134407,2.1168470978736877,-0.0,3.8791089512819172,0.8599196830733987,0.5646944642066956,0.8211888967216568,-4.907984957098961,-0.7066042870283127,-3.5801516100764275,0.503514178393898,1.0,0.6223099231719971
65,history,0,TOOL_BIASED,0.14029381520202752,1.2489651733412033,0.11236736178398132,0.9657241739332676,4.0,0.4124111235141754,0.0,-1.0,-1.0,-1.895672875456512,-0.9437501914799213,-0.9519226839765906,-0.0,5.602489077113931,0.9533666052922779,0.5975408852100372,0.5781911828834895,0.5691345077939332,0.12403775006532669,0.44300593715161085,0.47606167839262736,4.0,0.34342971444129944
67,history,0,TOOL_BIASED,0.005358242759924696,0.5841856790471812,0.466852605342865,0.9988618154311553,1.0,0.7331642508506775,0.8928571428571429,3.0,23.0,8.537873737514019,2.2209461331367493,6.31692760437727,-0.0,3.493021670462472,0.8224494085614866,0.5527845323085785,1.532578414883156,-11.614994116127491,-3.042472720146179,-8.573532320559025,0.26537334718268485,3.0,0.9704774618148804
68,history,0,TOOL_BIASED,0.0017364419776686659,1.029812754929671,0.18541136384010315,0.9997356035164557,4.0,0.5352485775947571,0.0,-1.0,22.0,-0.1979339513927698,-0.05127834714949131,-0.1466556042432785,-0.0,3.893507920482011,0.8611650271230555,0.7233826816082001,0.787124353818479,0.14214299945160747,-0.2906667347997427,0.4129933547228575,0.4692383342520438,3.0,0.7589572668075562
69,history,0,TOOL_BIASED,0.0010926284624988513,0.9993329188925596,0.014578133821487427,0.9998307876012404,1.0,0.44792646169662476,0.6785714285714286,9.0,22.0,0.8287815600633621,-2.542068272829056,3.370849832892418,-0.0,4.495900291962293,0.9049009998053219,0.549576997756958,1.1818146266068186,-4.157947547733784,-0.7288491576910019,-3.120973017066717,0.25031315162774576,2.0,0.8333069682121277
70,history,0,TOOL_BIASED,0.0005101358509151206,1.018021928915361,0.45569224655628204,0.9999408157727885,2.0,0.6419479250907898,1.0,0.0,22.0,-1.4279481917619705,0.45150361210107803,-1.8794518038630486,-0.0,4.281273592605686,0.8910689477498173,0.5069614350795746,0.5576697570929776,0.2220981519203633,0.03506916016340256,0.20066610258072615,0.49371817783215266,4.0,0.3443711996078491
71,history,0,TOOL_BIASED,0.003752577284510992,0.7346621049872976,0.5755658894777298,0.9993670928815845,3.0,0.754347026348114,1.0,0.0,23.0,-2.509520962834358,-3.946972578763962,1.4374516159296036,-0.0,6.41067385969911,0.972524711314937,0.7129659354686737,0.9103751945822902,-1.9972035074606538,2.2945036068558693,-4.533766962587833,0.4777645824523782,2.0,0.9674044847488403
72,history,0,TOOL_BIASED,0.002730512548441132,1.0425446874349502,0.38889288902282715,0.9996005156863248,4.0,0.613364577293396,0.0,-1.0,22.0,-1.2451728833839297,-0.47667937725782394,-0.7684935061261058,-0.0,5.153486966605009,0.9376010809116606,0.531464159488678,0.6025549421857759,0.15800629695877433,-0.19133774936199188,0.3531683152541518,0.5016744738332455,4.0,0.8247551918029785
73,history,0,TOOL_BIASED,0.08183936645083795,0.7623127948490699,0.14868786931037903,0.977129309438169,3.0,0.566501259803772,0.0,-1.0,26.0,-7.195046126842499,-10.397688016295433,3.2026418894529343,-0.0,6.397490519190412,0.972285530605649,0.6722137629985809,1.982870248339019,1.5372007749974728,4.176467999815941,-3.0052442997694016,0.341426710704503,2.0,0.9863319396972656
74,history,1,KNOWLEDGE_BIASED,0.0023880652195164653,0.46364093992930566,0.7817062214016914,0.9996390647866065,1.0,0.875177800655365,1.0,0.0,22.0,5.183210019953549,2.5238204076886177,2.659389612264931,-0.0,4.508335243978759,0.9056490708371097,0.6255144476890564,1.5522357148385426,-3.132772230543196,-2.453935794532299,-0.6447804430499673,0.4924806280722246,1.0,0.45349058508872986
75,history,0,TOOL_BIASED,0.037151111792114416,0.12947306521799862,0.9461102019995451,0.988862048368901,3.0,0.9726584553718567,0.0,-1.0,25.0,-0.49038735777139664,-2.2543628811836243,1.7639755234122276,-0.0,6.905207008851054,0.9801646845997735,0.5650114417076111,1.198483648740163,-12.325333464890718,2.3674270659685135,-15.112128622829914,0.27641271857934296,4.0,0.9960390329360962
