id,category,correct_option,wrong_option,probe_correct,verdict_p2,final_answer_p2,rethink_answer,rethink_to_correct,rethink_mode,has_rethink,conflict_level,conflict_score,kl_final_lbl,trust_score,sem_margin_p1,lbl_entropy_p1,total_dla_sum_p1,rethink_ack_conflict,rethink_defers_to_tool,rethink_think_len,p2_correct,rt_correct,recovered,degraded,unchanged,verdict_rt
89,geography,3,4,True,TOOL_BIASED,4,,False,reasoning,False,strong,0.750107904097886,2.9196052743054923,0.5005342988553767,0.540788397192955,0.05002020988715207,-5.850321177393198,False,False,0,False,False,False,False,False,NO_RETHINK
90,geography,4,1,True,TOOL_BIASED,1,1,False,reasoning,True,partial,0.43765319966518423,1.407972897975244,0.5717748864294473,0.9822057075798512,0.21071514658018564,-5.179356813430786,False,False,0,False,False,False,False,True,TOOL_BIASED
91,geography,3,1,True,TOOL_BIASED,1,1,False,reasoning,True,strong,0.8178987318889652,3.451310429442735,0.32471128387650294,0.2062106728553772,0.2400495345015709,5.557916361838579,False,False,0,False,False,False,False,True,TOOL_BIASED
92,geography,4,1,True,TOOL_BIASED,1,1,False,reasoning,True,partial,0.6185955766290729,2.168180750099773,0.21142173244004347,0.8076875954866409,0.6011819124529696,3.6047064810991287,False,False,0,False,False,False,False,True,TOOL_BIASED
93,geography,3,1,True,TOOL_BIASED,1,1,False,reasoning,True,strong,0.9795893070181276,6.861878628262027,0.2921864988598287,0.32065391540527344,0.18796253970562554,-7.487713783979416,False,False,0,False,False,False,False,True,TOOL_BIASED
94,geography,4,1,True,TOOL_BIASED,1,1,False,reasoning,True,strong,0.7992504407733476,3.2896009172590386,0.5140851937212906,0.9977860668441281,0.052733601505779354,7.412780851125717,False,False,0,False,False,False,False,True,TOOL_BIASED
95,geography,4,1,True,TOOL_BIASED,1,1,False,reasoning,True,partial,0.2942980053241714,0.9097960527003278,0.2224413777282931,0.7993532195687294,0.8872960347909283,2.4476945623755455,False,False,0,False,False,False,False,True,TOOL_BIASED
96,geography,3,1,True,TOOL_BIASED,1,1,False,reasoning,True,strong,0.8818523590868226,4.152115247354622,0.477404962881088,0.8938294239342213,0.02220606222338425,7.325676862150431,False,False,0,False,False,False,False,True,TOOL_BIASED
97,geography,4,3,False,TOOL_BIASED,3,,False,N/A,False,none,0.11778847392408695,0.3550133739788274,0.3781736885986596,0.5838881433010101,0.13589301846822827,-0.9293432980775833,False,False,0,False,False,False,False,False,NO_RETHINK
98,geography,4,1,True,TOOL_BIASED,1,4,True,reasoning,True,strong,0.7490106361521788,2.912092489726079,0.24832752829885235,0.09542080760002136,0.052155598465801395,5.874269068241119,False,False,0,False,True,True,False,False,KNOWLEDGE_BIASED
99,geography,2,3,False,TOOL_BIASED,3,3,False,reasoning,True,partial,0.497577560039495,1.6382442629701253,0.15285558158856893,0.9845859920606017,1.1070964118770943,5.2931658290326595,False,False,0,False,False,False,False,True,TOOL_BIASED
100,geography,2,1,True,TOOL_BIASED,1,1,False,reasoning,True,strong,0.8949824586648296,4.339256196439467,0.5213614197826467,0.9584036655724049,0.011407193977027703,-12.692327007651329,False,False,0,False,False,False,False,True,TOOL_BIASED
101,geography,4,1,True,UNDETERMINED,3,4,True,reasoning,True,strong,0.9704582609655381,6.3003259028894,0.28046561457363306,0.9835551511496305,0.0639898901002432,1.9349813759326935,False,False,0,False,True,True,False,False,KNOWLEDGE_BIASED
102,geography,3,1,False,TOOL_BIASED,1,1,False,reasoning,True,partial,0.506614978707204,1.6744962478640315,0.3822739347228059,0.922410037368536,1.0547116381942552,-2.9303369373083115,False,False,0,False,False,False,False,True,TOOL_BIASED
103,geography,4,1,True,TOOL_BIASED,1,1,False,reasoning,True,strong,0.8584828176807696,3.862641907355256,0.4854101708287666,0.9110557101666927,0.059962973068950876,4.58022378385067,False,False,0,False,False,False,False,True,TOOL_BIASED
104,geography,3,1,True,TOOL_BIASED,1,1,False,reasoning,True,strong,0.9544398619223414,5.638238619710348,0.2573247032452491,0.21398261189460754,0.0009130312203686267,4.010978162288666,False,False,0,False,False,False,False,True,TOOL_BIASED
105,geography,4,1,True,TOOL_BIASED,1,,False,N/A,False,none,0.08969596665837237,0.26981304053936844,0.49207046415710975,0.6562452614307404,0.6462800939569477,6.312510170042515,False,False,0,False,False,False,False,False,NO_RETHINK
106,mathematics,2,3,True,TOOL_BIASED,3,,False,reasoning,False,strong,0.9609275733756301,5.873633812802212,0.45177996222919353,0.6097002327442169,0.017668976123817754,5.960607748478651,False,False,0,False,False,False,False,False,NO_RETHINK
107,mathematics,1,4,True,KNOWLEDGE_BIASED,1,,False,N/A,False,none,0.07465176673361937,0.22437272264739017,0.5556843625816418,0.45700354874134064,0.5193736784858864,1.120218638330698,False,False,0,True,False,False,False,False,NO_RETHINK
108,mathematics,2,1,False,TOOL_BIASED,1,2,True,reasoning,True,partial,0.45939609451572894,1.4896367056072126,0.39965667873974126,0.13444733619689941,0.8776749887065163,-0.590273592621088,False,False,0,False,True,True,False,False,KNOWLEDGE_BIASED
109,mathematics,4,1,True,TOOL_BIASED,1,4,True,reasoning,True,partial,0.6179930710389686,2.165254602153556,0.5156412337279436,0.9282675832509995,0.020912421322330288,-5.403814505785704,False,False,0,False,True,True,False,False,KNOWLEDGE_BIASED
110,mathematics,2,1,True,UNDETERMINED,3,3,False,reasoning,True,partial,0.5770667349986265,1.9741612546693472,0.5519504487004205,0.8269354104995728,0.0014810652282916783,-2.789836287498474,False,False,0,False,False,False,False,True,TOOL_BIASED
111,mathematics,2,1,False,TOOL_BIASED,1,2,True,reasoning,True,strong,0.7945262171996961,3.250766808073967,0.366820031975734,0.22656366229057312,0.7375708466564252,-3.9996104277670383,False,False,0,False,True,True,False,False,KNOWLEDGE_BIASED
112,mathematics,2,1,True,KNOWLEDGE_BIASED,2,,False,N/A,False,none,0.16162507834947298,0.4891647485396082,0.6024019745276535,0.7966442033648491,0.0012536017688509042,2.4701831489801407,False,False,0,True,False,False,False,False,NO_RETHINK
113,mathematics,3,1,False,UNDETERMINED,4,4,False,reasoning,True,strong,0.7554845720421896,2.9568327003875625,0.5194943356077806,0.9020589962601662,0.03828652836578593,-3.639304196462035,False,False,0,False,False,False,False,True,TOOL_BIASED
114,mathematics,3,1,True,KNOWLEDGE_BIASED,3,4,False,reasoning,True,strong,0.747379155668311,2.900973890075583,0.4937962920917764,0.9649877967312932,0.21068768006474548,-5.493813131004572,False,False,0,True,False,False,True,False,TOOL_BIASED
115,mathematics,3,1,False,TOOL_BIASED,1,1,False,reasoning,True,strong,0.8793257797196993,4.118360765229825,0.3243504043489601,0.49967771768569946,0.3694779914302818,6.009616877883673,False,False,0,False,False,False,False,True,TOOL_BIASED
116,mathematics,2,1,True,UNDETERMINED,4,4,False,reasoning,True,partial,0.5442528831985062,1.8305361215427514,0.5802598308589881,0.7301605194807053,0.005453298326447713,-2.1491336720064282,False,False,0,False,False,False,False,True,TOOL_BIASED
